age,workclass,education_num,marital.status,occupation,relationship,race,sex,capital.gain,capital_loss,hours_per_week,income
41,4,15,2,10,0,4,1,99999,0,65,1
72,5,15,2,10,0,4,1,99999,0,50,1
55,4,14,2,4,0,4,1,99999,0,55,1
33,4,13,2,10,0,4,1,99999,0,40,1
62,5,13,0,12,1,4,1,99999,0,40,1
52,5,16,2,10,0,4,1,99999,0,65,1
50,4,13,2,4,0,4,1,99999,0,55,1
28,5,9,2,12,0,2,1,99999,0,40,1
42,2,6,2,6,0,4,1,99999,0,40,1
51,4,14,2,4,0,4,1,99999,0,50,1
42,4,13,2,10,0,4,1,99999,0,40,1
50,5,15,2,10,0,4,1,99999,0,80,1
41,5,16,2,10,0,4,1,99999,0,70,1
47,4,14,2,4,0,4,1,99999,0,50,1
38,1,15,4,10,1,1,0,99999,0,57,1
61,0,10,2,0,0,4,1,99999,0,30,1
57,6,10,2,12,0,4,1,99999,0,45,1
42,6,15,2,10,0,4,1,99999,0,50,1
47,4,15,2,10,0,4,1,99999,0,48,1
51,6,9,0,4,1,4,0,99999,0,35,1
42,2,13,4,1,1,4,0,99999,0,40,1
47,5,15,2,10,0,4,1,99999,0,50,1
74,4,15,2,10,0,4,1,99999,0,50,1
39,4,16,2,10,0,4,1,99999,0,55,1
43,4,15,2,10,0,4,1,99999,0,60,1
47,4,10,2,12,0,4,1,99999,0,60,1
52,6,13,2,1,5,4,0,99999,0,30,1
69,0,13,2,0,0,4,1,99999,0,40,1
58,0,10,2,0,0,4,1,99999,0,40,1
48,4,13,2,13,5,4,0,99999,0,40,1
55,5,13,2,12,0,4,1,99999,0,60,1
50,4,9,2,10,0,4,1,99999,0,40,1
49,7,14,2,12,0,4,1,99999,0,80,1
30,6,9,4,3,1,4,1,99999,0,50,1
52,4,9,2,12,0,4,1,99999,0,45,1
46,4,15,2,10,0,4,1,99999,0,50,1
58,4,13,2,10,5,4,0,99999,0,35,1
59,6,13,2,10,0,4,1,99999,0,43,1
50,6,9,2,3,0,4,1,99999,0,50,1
40,4,15,2,10,0,1,1,99999,0,40,1
43,4,16,2,10,0,4,1,99999,0,55,1
47,4,13,2,4,0,4,1,99999,0,55,1
65,4,13,2,4,0,4,1,99999,0,40,1
33,4,10,4,1,3,4,0,99999,0,30,1
53,4,16,2,10,5,4,0,99999,0,37,1
42,6,14,2,12,0,4,1,99999,0,80,1
69,6,15,2,10,0,4,1,99999,0,40,1
44,5,13,2,4,0,4,1,99999,0,45,1
44,6,15,2,10,0,4,1,99999,0,50,1
38,5,15,2,10,0,4,1,99999,0,50,1
39,4,13,2,4,0,4,1,99999,0,70,1
32,4,13,2,12,0,4,1,99999,0,50,1
41,4,10,2,4,0,4,1,99999,0,50,1
31,4,13,0,8,1,1,1,99999,0,70,1
50,6,15,2,4,0,4,1,99999,0,50,1
49,4,9,2,12,0,4,1,99999,0,65,1
29,6,15,0,10,1,4,1,99999,0,60,1
48,4,15,2,4,0,4,1,99999,0,50,1
40,2,13,2,10,0,4,1,99999,0,75,1
45,4,16,4,10,1,4,1,99999,0,30,1
60,4,9,2,8,5,4,0,99999,0,40,1
49,5,15,2,10,0,4,1,99999,0,37,1
56,5,15,2,10,0,4,1,99999,0,40,1
45,5,13,2,4,5,1,0,99999,0,25,1
71,5,14,2,4,0,4,1,99999,0,40,1
57,5,14,2,12,0,4,1,99999,0,40,1
64,5,15,2,10,0,4,1,99999,0,35,1
41,4,13,5,10,1,2,0,99999,0,60,1
49,6,16,4,10,1,4,1,99999,0,70,1
55,4,5,0,3,4,4,0,99999,0,37,1
48,6,13,2,4,0,4,1,99999,0,50,1
40,6,14,2,4,0,4,1,99999,0,50,1
55,4,15,2,4,0,4,1,99999,0,40,1
44,5,13,2,4,0,4,1,99999,0,70,1
38,4,14,2,10,0,4,1,99999,0,65,1
34,4,13,4,12,1,4,1,99999,0,50,1
37,6,9,2,12,0,4,1,99999,0,50,1
51,6,15,2,10,0,3,1,99999,0,70,1
65,5,13,2,4,0,4,1,99999,0,65,1
38,6,14,2,10,0,2,1,99999,0,60,1
65,5,16,2,4,0,4,1,99999,0,40,1
37,4,13,2,12,0,4,1,99999,0,60,1
38,4,15,2,10,0,4,1,99999,0,60,1
50,5,15,2,10,0,4,1,99999,0,55,1
55,4,6,2,3,0,4,1,99999,0,40,1
38,4,14,2,4,0,4,1,99999,0,70,1
22,6,10,4,12,3,2,1,99999,0,55,1
47,4,14,2,4,0,4,1,99999,0,55,1
43,5,15,2,4,0,4,1,99999,0,40,1
66,4,13,2,4,0,4,1,99999,0,55,1
47,4,15,2,4,0,4,1,99999,0,40,1
57,2,9,2,3,0,4,1,99999,0,40,1
27,4,1,2,5,2,4,1,41310,0,24,0
63,6,14,2,5,0,4,1,41310,0,50,0
17,0,6,4,0,3,4,0,34095,0,32,0
18,4,9,4,11,3,4,1,34095,0,3,0
19,4,9,4,8,3,4,0,34095,0,20,0
55,6,9,0,4,1,4,1,34095,0,60,0
20,0,10,4,0,2,2,1,34095,0,10,0
46,4,14,0,4,1,4,0,27828,0,50,1
35,4,13,0,4,1,4,1,27828,0,50,1
47,5,15,0,10,1,4,1,27828,0,50,1
55,6,9,0,3,4,4,1,27828,0,55,1
34,4,13,4,12,1,4,1,27828,0,40,1
25,4,11,4,12,1,4,1,27828,0,40,1
56,5,14,0,4,1,4,1,27828,0,60,1
25,4,13,4,5,3,4,1,27828,0,50,1
41,4,14,4,10,1,4,0,27828,0,35,1
42,4,16,3,8,1,4,1,27828,0,60,1
37,6,9,0,5,1,4,1,27828,0,40,1
47,4,14,0,12,1,4,1,27828,0,60,1
36,4,15,4,4,1,4,1,27828,0,50,1
58,5,15,4,10,1,4,1,27828,0,40,1
45,4,10,0,3,1,4,1,27828,0,56,1
49,4,13,0,4,1,2,0,27828,0,60,1
37,4,9,4,3,2,0,1,27828,0,48,1
56,6,10,3,5,1,4,0,27828,0,20,1
37,4,14,5,4,1,4,1,27828,0,60,1
59,4,14,4,12,1,4,0,27828,0,45,1
30,4,13,4,4,1,4,1,27828,0,60,1
58,0,13,6,0,4,4,0,27828,0,50,1
29,4,15,4,10,4,4,1,27828,0,45,1
36,4,13,4,4,1,4,1,27828,0,40,1
51,5,15,0,10,1,4,1,27828,0,60,1
38,4,13,5,4,1,4,1,27828,0,45,1
36,5,13,4,13,1,4,1,27828,0,55,1
41,4,14,4,4,1,4,1,27828,0,50,1
47,4,14,5,13,1,4,1,27828,0,40,1
64,4,13,0,4,1,4,1,27828,0,55,1
64,4,13,0,4,4,4,1,27828,0,50,1
51,4,14,4,10,1,4,1,27828,0,40,1
54,6,13,0,5,1,4,1,27828,0,50,1
53,6,15,4,10,1,1,1,27828,0,40,1
46,4,16,0,10,4,4,0,25236,0,65,1
51,6,14,0,4,4,4,1,25236,0,50,1
45,5,14,0,12,4,4,0,25236,0,42,1
43,7,16,3,10,4,4,1,25236,0,64,1
59,7,16,0,10,4,4,1,25236,0,45,1
37,4,10,0,1,4,4,0,25236,0,25,1
45,5,15,0,10,4,4,1,25236,0,36,1
45,7,15,0,10,4,2,1,25236,0,36,1
32,4,12,5,4,4,4,0,25236,0,50,1
36,6,15,0,10,4,4,1,25236,0,40,1
47,4,13,6,9,4,4,0,25236,0,35,1
75,0,13,6,0,1,4,0,25124,0,16,1
73,4,11,6,10,1,4,1,25124,0,60,1
65,0,15,4,0,1,4,1,25124,0,80,1
68,5,11,6,12,1,4,0,25124,0,50,1
61,6,9,2,5,5,4,0,22040,0,40,0
67,4,15,2,10,0,4,1,20051,0,48,1
65,4,14,2,12,0,4,1,20051,0,40,1
63,6,10,2,10,5,4,0,20051,0,10,1
64,5,9,2,1,5,4,0,20051,0,40,1
90,2,14,2,4,0,4,1,20051,0,60,1
79,4,16,2,10,0,4,1,20051,0,35,1
67,4,14,2,10,0,4,1,20051,0,60,1
90,4,15,2,10,0,4,1,20051,0,72,1
68,4,16,2,10,0,4,1,20051,0,55,1
65,4,15,2,10,0,4,1,20051,0,60,1
68,0,16,2,0,0,4,1,20051,0,50,1
62,5,9,2,4,0,2,1,20051,0,72,1
69,4,10,2,4,0,4,1,20051,0,50,1
67,6,16,2,12,0,4,1,20051,0,40,1
66,4,13,2,12,0,4,1,20051,0,40,1
67,0,16,2,0,0,4,1,20051,0,5,1
70,6,13,2,10,0,4,1,20051,0,35,1
68,6,10,2,12,0,4,1,20051,0,40,1
68,2,13,2,4,0,4,1,20051,0,40,1
74,5,10,2,4,0,4,1,20051,0,25,1
71,1,10,2,4,0,4,1,20051,0,40,1
67,5,9,2,10,5,4,0,20051,0,30,1
68,4,13,2,12,0,4,1,20051,0,40,1
77,5,16,2,5,0,4,1,20051,0,40,1
71,5,10,2,4,0,4,1,20051,0,50,1
76,4,13,2,1,0,4,1,20051,0,50,1
83,5,6,2,5,0,4,1,20051,0,50,1
68,4,13,2,4,0,4,1,20051,0,45,1
79,0,14,2,0,0,4,1,20051,0,40,1
69,6,13,2,10,0,4,1,20051,0,45,1
66,2,16,2,10,0,2,1,20051,0,35,1
73,4,10,2,1,5,4,0,20051,0,36,1
67,6,12,2,4,5,4,0,20051,0,4,1
66,4,13,2,10,0,4,1,20051,0,40,1
66,7,15,2,4,0,2,1,20051,0,55,1
67,6,15,2,10,0,4,1,20051,0,25,1
67,5,10,2,4,0,4,1,20051,0,20,1
79,5,8,6,12,1,4,1,18481,0,45,1
67,6,14,6,10,1,4,1,18481,0,2,1
74,4,9,6,1,1,4,0,15831,0,40,1
67,5,9,6,4,1,4,0,15831,0,40,1
67,2,14,4,4,2,4,0,15831,0,72,1
67,4,9,6,1,1,4,0,15831,0,16,1
69,4,9,4,14,1,4,1,15831,0,40,1
74,6,13,6,3,1,4,1,15831,0,8,1
44,4,13,2,4,0,4,1,15024,0,60,1
58,5,9,2,12,5,4,0,15024,0,35,1
57,1,14,2,12,0,4,1,15024,0,40,1
46,4,16,2,4,0,4,1,15024,0,60,1
38,4,13,2,12,0,4,1,15024,0,60,1
38,5,13,2,4,0,4,1,15024,0,80,1
46,4,15,2,10,0,4,1,15024,0,45,1
43,4,10,2,3,0,4,1,15024,0,60,1
33,4,13,2,4,0,4,1,15024,0,60,1
39,4,13,2,4,0,4,1,15024,0,45,1
39,5,13,2,4,0,4,1,15024,0,50,1
54,6,9,2,3,0,4,1,15024,0,52,1
33,4,14,2,10,0,4,1,15024,0,44,1
54,4,16,2,10,0,4,1,15024,0,45,1
51,5,14,2,4,0,4,1,15024,0,50,1
47,6,13,2,12,0,4,1,15024,0,50,1
53,7,9,2,1,0,4,1,15024,0,35,1
64,5,13,2,4,0,4,1,15024,0,55,1
30,6,11,2,10,0,4,1,15024,0,65,1
55,4,14,2,10,0,4,1,15024,0,50,1
52,4,13,2,12,5,4,0,15024,0,60,1
48,4,14,2,10,0,4,1,15024,0,40,1
44,4,13,2,10,0,4,1,15024,0,50,1
53,7,9,2,4,5,4,0,15024,0,40,1
64,6,13,2,4,0,4,1,15024,0,35,1
39,4,14,2,4,0,1,1,15024,0,40,1
50,4,14,2,10,0,4,1,15024,0,45,1
57,5,14,2,12,0,4,1,15024,0,65,1
59,6,13,2,12,0,4,1,15024,0,40,1
44,4,14,2,4,0,4,1,15024,0,40,1
37,4,13,2,4,0,4,1,15024,0,40,1
56,5,13,2,12,0,4,1,15024,0,50,1
64,4,13,2,4,0,4,1,15024,0,40,1
32,4,13,2,13,0,4,1,15024,0,40,1
39,5,12,2,4,0,4,1,15024,0,55,1
57,5,15,2,14,0,4,1,15024,0,50,1
35,4,10,2,4,0,4,1,15024,0,60,1
51,6,13,2,12,0,4,1,15024,0,50,1
44,4,13,2,4,0,4,1,15024,0,50,1
57,6,15,2,12,5,4,0,15024,0,35,1
47,4,9,2,7,5,2,0,15024,0,40,1
51,4,16,2,10,0,4,1,15024,0,60,1
50,6,9,2,12,0,4,1,15024,0,55,1
52,4,10,2,4,0,4,1,15024,0,45,1
47,5,9,2,5,0,4,1,15024,0,40,1
34,4,13,2,4,0,4,1,15024,0,60,1
37,5,13,2,3,0,4,1,15024,0,55,1
49,5,10,2,4,0,4,1,15024,0,50,1
54,4,10,2,14,0,4,1,15024,0,60,1
39,4,9,2,12,0,4,1,15024,0,50,1
39,6,15,2,10,0,4,1,15024,0,60,1
32,4,13,2,10,0,4,1,15024,0,50,1
34,5,15,2,10,0,4,1,15024,0,40,1
53,4,14,2,4,0,4,1,15024,0,65,1
53,1,16,2,10,0,4,1,15024,0,60,1
52,5,10,2,12,0,4,1,15024,0,50,1
37,2,13,2,10,5,4,0,15024,0,50,1
53,4,14,2,4,0,4,1,15024,0,55,1
37,4,13,2,10,5,2,0,15024,0,40,1
47,4,11,2,4,0,4,1,15024,0,50,1
58,6,9,2,4,0,4,1,15024,0,60,1
39,4,13,2,4,0,4,1,15024,0,50,1
46,4,10,2,3,0,4,1,15024,0,45,1
49,4,14,2,4,0,4,1,15024,0,50,1
46,4,10,2,12,0,4,1,15024,0,40,1
32,4,13,2,4,0,4,1,15024,0,45,1
50,5,13,2,4,0,4,1,15024,0,60,1
61,4,10,2,13,0,4,1,15024,0,18,1
33,4,13,2,10,0,4,1,15024,0,75,1
31,2,10,2,11,0,4,1,15024,0,56,1
39,6,15,2,10,0,4,1,15024,0,50,1
45,5,9,2,4,0,4,1,15024,0,55,1
35,4,14,2,10,5,4,0,15024,0,50,1
36,4,14,2,12,0,4,1,15024,0,45,1
40,5,14,2,4,5,4,0,15024,0,30,1
47,6,9,2,5,0,4,1,15024,0,50,1
41,4,14,2,4,0,4,1,15024,0,70,1
52,5,15,2,10,0,4,1,15024,0,60,1
43,4,11,2,4,0,4,1,15024,0,40,1
55,4,16,2,10,0,4,1,15024,0,30,1
39,4,13,2,13,0,4,1,15024,0,40,1
61,4,13,2,10,0,4,1,15024,0,50,1
46,4,13,2,4,0,4,1,15024,0,60,1
49,4,12,2,12,0,4,1,15024,0,60,1
52,4,10,2,14,0,4,1,15024,0,60,1
58,4,13,2,12,0,4,1,15024,0,40,1
49,2,13,2,11,0,2,1,15024,0,40,1
46,4,9,2,14,0,4,1,15024,0,44,1
47,5,14,2,4,0,4,1,15024,0,50,1
47,5,13,2,12,0,4,1,15024,0,60,1
36,2,9,2,10,0,4,1,15024,0,40,1
63,5,15,2,10,0,4,1,15024,0,50,1
37,4,14,2,4,0,4,1,15024,0,45,1
46,4,13,2,4,0,4,1,15024,0,40,1
39,4,15,2,4,5,4,0,15024,0,47,1
53,4,10,2,10,0,4,1,15024,0,40,1
30,4,10,2,4,0,4,1,15024,0,60,1
32,4,15,2,12,0,4,1,15024,0,60,1
47,7,16,2,10,0,4,1,15024,0,50,1
55,4,13,2,4,0,4,1,15024,0,48,1
57,4,9,2,3,0,4,1,15024,0,40,1
39,4,13,2,14,0,4,1,15024,0,99,1
37,4,9,2,12,0,4,1,15024,0,60,1
32,4,15,2,10,5,1,0,15024,0,50,1
50,4,13,2,13,0,4,1,15024,0,40,1
41,4,15,2,10,0,4,1,15024,0,50,1
43,4,13,2,12,0,4,1,15024,0,45,1
45,4,13,2,4,0,4,1,15024,0,60,1
40,7,14,2,10,5,4,0,15024,0,37,1
55,4,13,2,12,0,4,1,15024,0,50,1
59,4,10,2,3,0,4,1,15024,0,50,1
63,4,13,2,12,0,4,1,15024,0,40,1
34,4,13,2,10,5,4,0,15024,0,36,1
50,2,14,2,10,5,4,0,15024,0,40,1
51,5,13,2,4,0,4,1,15024,0,40,1
36,4,14,2,4,0,4,1,15024,0,50,1
54,4,13,2,4,0,1,1,15024,0,60,1
42,4,9,2,13,0,1,1,15024,0,40,1
40,4,14,2,4,0,4,1,15024,0,50,1
42,2,10,2,4,0,4,1,15024,0,40,1
36,4,13,2,10,0,4,1,15024,0,50,1
32,5,10,2,4,0,4,1,15024,0,50,1
53,7,14,2,4,0,4,1,15024,0,38,1
46,6,15,2,4,0,4,1,15024,0,55,1
52,5,14,2,10,0,4,1,15024,0,60,1
30,5,14,2,4,0,4,1,15024,0,60,1
33,4,14,2,10,0,4,1,15024,0,40,1
32,4,10,2,4,0,4,1,15024,0,60,1
43,4,15,2,10,0,4,1,15024,0,55,1
50,4,9,2,3,0,4,1,15024,0,50,1
38,4,13,2,4,0,4,1,15024,0,40,1
43,7,13,2,4,0,4,1,15024,0,40,1
53,4,12,2,4,0,4,1,15024,0,40,1
30,4,14,2,4,0,4,1,15024,0,60,1
59,6,13,2,12,0,4,1,15024,0,55,1
44,4,15,2,10,0,4,1,15024,0,80,1
41,4,14,2,10,0,4,1,15024,0,50,1
38,0,14,2,0,5,2,0,15024,0,2,1
60,4,9,2,3,0,4,1,15024,0,40,1
42,6,13,2,3,0,4,1,15024,0,60,1
42,6,16,2,10,0,4,1,15024,0,40,1
48,4,13,2,4,0,4,1,15024,0,50,1
55,4,13,2,4,0,4,1,15024,0,42,1
49,7,13,2,4,0,4,1,15024,0,40,1
50,4,14,2,12,0,4,1,15024,0,40,1
55,4,9,2,3,0,4,1,15024,0,35,1
44,4,14,2,3,0,4,1,15024,0,45,1
46,4,13,2,4,0,4,1,15024,0,45,1
40,4,13,2,4,0,4,1,15024,0,50,1
39,6,13,2,10,0,4,1,15024,0,50,1
30,2,10,2,11,0,4,1,15024,0,40,1
44,4,16,2,4,5,4,0,15024,0,32,1
60,5,9,2,1,5,4,0,15024,0,15,1
60,4,10,2,4,0,4,1,15024,0,40,1
36,4,15,2,10,5,4,0,15024,0,45,1
36,5,13,2,12,0,4,1,15024,0,45,1
39,4,8,2,14,0,4,1,15024,0,70,1
40,5,12,2,12,0,4,1,15024,0,50,1
51,4,10,2,1,0,4,1,15024,0,40,1
45,4,14,2,4,0,4,1,15024,0,60,1
51,4,14,2,4,0,4,1,15024,0,60,1
47,4,13,2,13,0,4,1,15024,0,40,1
59,4,13,2,3,0,4,1,15024,0,50,1
47,4,12,2,10,5,2,0,15024,0,40,1
46,1,15,2,10,0,4,1,15024,0,50,1
35,4,13,2,12,0,4,1,15024,0,50,1
39,4,10,2,1,0,4,1,15024,0,40,1
52,6,13,2,12,0,4,1,15024,0,55,1
32,1,15,2,10,0,4,1,15024,0,50,1
40,4,15,2,10,0,4,1,15024,0,45,1
61,4,9,2,4,5,4,0,15024,0,38,1
57,4,13,2,4,0,4,1,15024,0,50,1
48,7,14,2,10,0,4,1,15024,0,40,1
51,4,14,2,12,0,4,1,15024,0,50,1
34,6,13,2,3,0,1,1,15024,0,70,1
62,4,13,2,4,0,4,1,15024,0,40,1
42,4,15,2,4,0,4,1,15024,0,40,1
59,4,13,2,10,0,4,1,15024,0,40,1
57,5,15,2,10,0,1,1,15024,0,50,1
59,5,14,2,4,0,4,1,15024,0,80,1
50,4,13,2,4,0,4,1,15024,0,40,1
61,4,15,2,10,0,4,1,15024,0,20,1
44,4,13,2,14,0,4,1,15024,0,55,1
41,4,16,2,4,0,4,1,15024,0,50,1
43,4,13,2,10,5,4,0,15024,0,50,1
46,4,14,2,4,0,4,1,15024,0,65,1
42,4,15,2,12,5,0,0,15024,0,40,1
37,4,11,2,14,0,4,1,15024,0,50,1
46,4,10,2,4,0,4,1,15024,0,50,1
46,6,15,2,10,0,4,1,15024,0,40,1
47,4,13,2,10,0,4,1,15024,0,50,1
46,4,12,2,4,0,4,1,15024,0,50,1
59,5,10,2,4,0,4,1,15024,0,60,1
43,7,13,2,10,0,1,1,15024,0,40,1
48,4,13,2,10,0,4,1,15024,0,45,1
47,4,15,2,10,0,4,1,15024,0,55,1
43,4,13,2,4,0,4,1,15024,0,50,1
44,2,13,2,11,5,2,0,15024,0,40,1
45,4,14,2,4,0,4,1,15024,0,50,1
43,2,15,2,10,0,4,1,15024,0,45,1
40,4,14,2,10,5,4,0,15024,0,24,1
50,4,14,2,4,0,4,1,15024,0,65,1
52,5,13,2,12,0,4,1,15024,0,50,1
52,0,14,2,0,5,4,0,15024,0,40,1
40,4,15,2,10,5,4,0,15024,0,30,1
44,4,16,2,4,0,1,1,15024,0,40,1
47,4,13,2,10,0,4,1,15024,0,40,1
58,5,11,2,4,0,4,1,15024,0,40,1
50,4,14,2,4,0,4,1,15024,0,50,1
54,5,13,2,4,0,4,1,15024,0,40,1
50,4,13,2,10,0,4,1,15024,0,40,1
43,4,9,2,4,0,4,1,15024,0,50,1
52,4,10,2,4,0,4,1,15024,0,55,1
44,6,9,2,5,0,4,1,15024,0,60,1
58,4,9,2,4,0,4,1,15024,0,60,1
45,4,11,2,3,0,4,1,15024,0,40,1
30,4,13,2,10,0,4,1,15024,0,35,1
40,5,15,2,10,0,4,1,15024,0,40,1
49,5,10,2,4,0,4,1,15024,0,50,1
52,5,14,2,4,0,4,1,15024,0,60,1
35,4,9,2,14,0,4,1,15024,0,80,1
49,5,10,2,4,0,4,1,15024,0,50,1
50,4,12,2,6,0,2,1,15024,0,45,1
31,4,13,2,10,0,1,1,15024,0,48,1
53,2,14,2,10,5,4,0,15024,0,40,1
34,4,13,2,12,0,4,1,15024,0,40,1
19,0,8,2,0,2,4,0,15024,0,40,1
46,1,13,2,4,0,4,1,15024,0,40,1
44,7,15,2,10,0,4,1,15024,0,75,1
45,4,13,2,3,0,4,1,15024,0,40,1
50,4,16,2,10,0,4,1,15024,0,50,1
49,6,15,2,10,0,4,1,15024,0,65,1
49,0,13,2,0,0,4,1,15024,0,60,1
41,6,16,2,10,0,4,1,15024,0,55,1
58,4,14,2,4,0,4,1,15024,0,40,1
44,5,13,2,5,0,4,1,15024,0,65,1
36,5,10,2,12,0,4,1,15024,0,60,1
57,1,14,2,4,0,2,1,15024,0,40,1
39,4,15,2,4,5,4,0,15024,0,48,1
55,4,13,2,4,0,4,1,15024,0,55,1
42,4,13,2,4,0,4,1,15024,0,45,1
47,5,14,2,4,0,4,1,15024,0,55,1
55,7,15,2,10,0,4,1,15024,0,40,1
45,4,10,2,12,0,2,1,15024,0,99,1
32,4,13,2,12,0,2,1,15024,0,50,1
58,1,10,2,4,0,4,1,15024,0,40,1
31,4,10,2,4,0,4,1,15024,0,50,1
49,4,11,2,10,5,4,0,15024,0,60,1
52,4,11,2,10,0,4,1,15024,0,40,1
28,4,9,2,4,0,2,1,15024,0,40,1
55,1,15,2,4,0,4,1,15024,0,40,1
42,5,15,2,10,0,4,1,15024,0,65,1
46,4,13,2,14,0,4,1,15024,0,40,1
40,6,15,2,10,5,4,0,15024,0,40,1
45,6,16,2,10,0,4,1,15024,0,40,1
51,2,14,2,10,0,4,1,15024,0,40,1
42,4,14,2,12,0,4,1,15024,0,50,1
48,5,15,2,10,0,4,1,15024,0,40,1
53,5,10,2,4,0,4,1,15024,0,50,1
46,2,13,2,11,0,4,1,15024,0,40,1
41,5,13,2,10,0,4,1,15024,0,40,1
42,7,13,2,4,0,4,1,15024,0,50,1
47,4,14,2,4,0,1,1,15024,0,40,1
51,4,13,2,10,0,0,1,15024,0,40,1
38,4,9,2,4,5,4,0,15024,0,40,1
52,5,9,2,4,0,4,1,15024,0,40,1
50,5,16,2,10,0,4,1,15024,0,60,1
45,4,14,2,4,0,4,1,15024,0,60,1
45,6,9,2,12,0,4,1,15024,0,80,1
49,6,13,2,12,0,4,1,15024,0,40,1
54,4,10,2,12,0,4,1,15024,0,40,1
51,5,16,2,10,0,4,1,15024,0,40,1
56,5,13,2,4,0,4,1,15024,0,50,1
58,6,9,2,12,0,4,1,15024,0,40,1
43,5,13,2,12,0,4,1,15024,0,60,1
46,4,14,2,10,0,4,1,15024,0,50,1
43,4,13,2,4,0,4,1,15024,0,50,1
59,4,15,2,14,0,2,1,15024,0,50,1
47,2,14,2,10,0,4,1,15024,0,35,1
33,4,13,2,4,0,4,1,15024,0,50,1
56,2,13,2,10,0,4,1,15024,0,40,1
41,4,13,2,12,0,4,1,15024,0,45,1
64,1,15,2,10,0,4,1,15024,0,45,1
43,4,14,2,4,5,4,0,15024,0,32,1
47,4,14,2,4,0,4,1,15024,0,55,1
42,4,10,2,10,0,4,1,15024,0,32,1
48,7,15,2,10,0,4,1,15024,0,50,1
61,4,10,2,1,5,4,0,15024,0,34,1
60,4,13,2,4,0,4,1,15024,0,45,1
38,4,13,2,4,0,4,1,15024,0,65,1
28,4,13,2,12,5,2,0,15024,0,45,1
54,4,11,2,11,0,2,1,15024,0,38,1
48,4,14,2,4,0,4,1,15024,0,40,1
31,4,9,2,10,0,4,1,15024,0,40,1
38,4,13,2,10,5,4,0,15024,0,40,1
32,4,13,2,4,0,4,1,15024,0,50,1
42,4,10,2,4,0,4,1,15024,0,50,1
41,6,15,2,4,0,4,1,15024,0,40,1
40,4,15,2,10,0,4,1,15024,0,55,1
44,2,14,2,10,0,4,1,15024,0,35,1
57,5,15,2,10,0,4,1,15024,0,60,1
34,4,10,2,3,0,4,1,15024,0,45,1
52,4,13,2,4,0,4,1,15024,0,55,1
37,4,9,2,3,0,4,1,15024,0,45,1
56,4,11,2,4,0,4,1,15024,0,40,1
38,4,13,2,4,0,4,1,15024,0,50,1
47,4,13,2,4,0,4,1,15024,0,50,1
53,4,9,2,12,0,4,1,15024,0,60,1
37,4,13,2,4,0,4,1,15024,0,40,1
31,4,10,2,12,0,4,1,15024,0,45,1
47,4,13,2,3,0,4,1,15024,0,50,1
46,4,13,2,4,0,4,1,15024,0,55,1
55,4,10,2,3,0,2,1,15024,0,40,1
43,4,15,2,10,0,4,1,15024,0,60,1
46,5,15,2,10,0,4,1,15024,0,60,1
45,4,13,2,4,0,4,1,15024,0,40,1
43,5,10,2,4,0,4,1,15024,0,45,1
61,4,12,2,12,0,4,1,15024,0,40,1
49,4,14,2,4,0,4,1,15024,0,50,1
39,4,13,2,12,0,4,1,15024,0,50,1
54,4,9,2,12,0,4,1,15024,0,50,1
62,4,16,2,10,0,4,1,15024,0,50,1
51,4,16,2,4,0,4,1,15024,0,84,1
40,4,13,2,10,0,4,1,15024,0,99,1
46,5,9,2,4,5,0,0,15024,0,40,1
38,4,13,2,10,0,4,1,15024,0,70,1
57,4,13,2,4,0,4,1,15024,0,60,1
39,4,12,2,4,5,4,0,15024,0,45,1
28,4,13,2,4,5,4,0,15024,0,28,1
36,7,15,2,10,5,4,0,15024,0,50,1
63,4,13,2,10,0,4,1,15024,0,45,1
41,4,13,2,11,0,4,1,15024,0,60,1
56,4,11,2,12,0,4,1,15024,0,40,1
51,5,15,2,10,0,4,1,15024,0,60,1
45,5,15,2,10,0,4,1,15024,0,43,1
43,2,14,2,10,0,4,1,15024,0,40,1
41,4,12,2,10,0,4,1,15024,0,60,1
44,4,13,2,4,0,4,1,15024,0,45,1
30,4,14,2,4,0,4,1,15024,0,60,1
42,4,11,2,4,0,4,1,15024,0,55,1
39,4,13,2,4,0,4,1,15024,0,60,1
46,7,15,2,4,0,4,1,15024,0,40,1
47,6,15,2,10,0,4,1,15024,0,40,1
51,1,16,2,10,0,1,1,15024,0,40,1
41,4,14,2,10,0,4,1,15024,0,40,1
37,4,15,2,10,0,4,1,15024,0,45,1
52,5,9,2,4,5,4,0,15024,0,40,1
45,4,16,6,10,4,4,1,15020,0,40,1
52,4,14,0,10,4,4,1,15020,0,50,1
39,4,14,0,4,4,2,0,15020,0,60,1
62,4,16,0,10,4,4,1,15020,0,50,1
38,4,13,0,10,4,2,0,15020,0,45,1
44,4,9,0,3,1,4,0,14344,0,40,1
31,4,13,4,4,1,4,0,14344,0,50,1
31,4,9,4,3,4,4,1,14344,0,40,1
45,4,14,0,14,1,4,1,14344,0,48,1
37,4,9,0,3,1,4,1,14344,0,40,1
53,2,14,4,4,1,4,0,14344,0,50,1
23,4,7,4,3,3,1,1,14344,0,40,1
53,4,13,0,10,1,4,1,14344,0,55,1
43,4,13,0,10,1,4,0,14344,0,40,1
44,6,9,4,3,1,4,1,14344,0,40,1
39,4,9,5,4,1,4,1,14344,0,40,1
49,4,10,0,4,1,4,1,14344,0,45,1
